booking_id,booking_date,arrival_date,lead_time,stays_weekend,stays_weekday,adults,children,babies,meal_plan,country,market_segment,room_type,deposit_type,agent_id,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,special_requests,avg_daily_rate,parking_spaces,cancellation_fee_charged,is_canceled
652,2022-11-15,2023-06-29,226,2,7,1,0.0,0,Bed & Breakfast,SRB,Online,Suite,No Deposit,40,1,0.0,2,0,54.43,0,1,1
4609,2022-08-28,2022-11-06,70,2,4,2,1.0,0,Bed & Breakfast,MYS,Corporate,Standard,No Deposit,3,0,,1,0,55.3,0,0,0
2946,2023-01-21,2023-03-19,57,0,2,3,2.0,0,Full Board,NLD,Corporate,Deluxe,No Deposit,40,0,,5,2,61.43,0,1,1
3126,2023-08-20,2023-10-07,48,1,2,1,1.0,0,Self Catering,ARE,Corporate,Standard,No Deposit,36,0,,3,1,28.54,1,0,0
178,2022-01-12,2022-01-12,0,1,4,2,1.0,0,Half Board,SRB,Online,Suite,No Deposit,44,0,2.0,1,0,76.79,2,0,0
3848,2023-03-24,2023-05-10,47,2,3,1,0.0,0,Full Board,AUS,Groups,Standard,No Deposit,17,0,0.0,1,0,83.29,1,0,0
11632,2022-02-16,2022-03-31,43,3,4,3,1.0,1,Bed & Breakfast,BEL,Online,Standard,No Deposit,12,0,2.0,1,5,210.1,1,0,0
4,2022-01-25,2022-02-23,29,0,0,2,1.0,0,Half Board,ITA,Corporate,Standard,No Deposit,43,0,0.0,4,1,104.5,1,0,0
1010,2023-05-08,2023-05-25,17,2,2,2,,0,Bed & Breakfast,POL,Groups,Deluxe,No Deposit,30,0,0.0,1,3,68.64,0,0,0
2304,2022-05-12,2022-05-19,7,2,4,2,1.0,0,Self Catering,BEL,Offline,Standard,No Deposit,44,0,0.0,0,2,46.59,2,1,1
912,2022-09-27,2023-02-01,127,1,3,2,2.0,0,Full Board,ITA,Groups,Standard,Non Refund,26,0,1.0,1,1,95.86,0,0,0
3189,2023-04-16,2023-04-25,9,1,3,2,2.0,1,Half Board,EST,Corporate,Standard,No Deposit,1,0,0.0,1,2,62.17,1,0,0
11660,2023-10-28,2023-11-04,7,2,3,2,0.0,1,Bed & Breakfast,BRA,Online,Standard,Non Refund,23,0,0.0,0,1,38.58,1,1,1
10879,2023-03-05,2023-03-19,14,3,3,2,0.0,0,Bed & Breakfast,PRT,Online,Standard,No Deposit,25,0,,1,4,54.63,0,1,1
10015,2023-09-04,2023-12-11,98,1,4,1,0.0,0,Self Catering,SGP,Online,Standard,No Deposit,39,1,0.0,2,0,76.47,0,1,1
6939,2023-09-23,2024-01-24,123,3,5,3,0.0,1,Self Catering,AUT,Corporate,Suite,No Deposit,23,0,0.0,1,0,118.42,0,1,0
613,2023-12-21,2024-01-22,32,0,1,1,0.0,1,Bed & Breakfast,GBR,Online,Deluxe,No Deposit,9,1,0.0,1,2,161.4,2,1,1
2817,2022-08-29,2022-10-03,35,0,2,1,2.0,1,Half Board,BRA,Offline,Standard,No Deposit,30,0,0.0,2,0,121.62,0,0,0
4603,2022-08-16,2022-08-23,7,2,1,2,0.0,0,Bed & Breakfast,BRA,Online,Suite,No Deposit,29,0,2.0,2,1,48.6,1,1,1
9391,2023-08-23,2024-01-06,136,2,2,4,0.0,1,Bed & Breakfast,THA,Online,Standard,No Deposit,14,0,3.0,1,2,50.85,1,0,0
9622,2022-04-16,2022-06-17,62,2,3,2,0.0,0,Half Board,DEU,Offline,Suite,No Deposit,47,0,0.0,1,1,44.98,0,1,1
9659,2023-08-21,2023-08-21,0,0,2,3,0.0,0,Bed & Breakfast,USA,Online,Standard,No Deposit,49,1,2.0,1,2,34.44,0,0,0
9018,2022-11-29,2022-12-15,16,0,0,2,0.0,0,Self Catering,DEU,Online,Standard,Refundable,44,0,1.0,2,4,135.22,0,0,0
9017,2023-11-08,2024-01-12,65,0,4,4,3.0,0,Full Board,EGY,Offline,Suite,No Deposit,31,0,1.0,2,0,112.15,0,1,1
5681,2023-11-18,2024-01-25,68,2,2,1,1.0,0,Full Board,MAR,Online,Standard,No Deposit,44,1,1.0,3,4,51.5,1,0,0
6339,2023-09-23,2023-12-10,78,1,3,3,1.0,2,Half Board,FRA,Online,Suite,No Deposit,25,0,0.0,1,1,60.77,2,0,0
3470,2022-02-17,2022-10-07,232,3,7,1,1.0,0,Self Catering,NLD,Online,Standard,Non Refund,29,0,0.0,2,1,70.08,0,0,0
5446,2023-05-24,2023-06-23,30,0,1,3,0.0,0,Bed & Breakfast,LTU,Groups,Standard,No Deposit,20,0,2.0,1,1,72.7,1,1,1
1763,2023-04-29,2023-05-26,27,2,3,1,0.0,0,Half Board,USA,Corporate,Standard,No Deposit,45,1,2.0,1,1,29.12,0,1,1
10128,2022-05-07,2022-08-03,88,1,5,1,0.0,0,Bed & Breakfast,FRA,Groups,Standard,No Deposit,39,0,2.0,2,1,30.86,0,1,1
5707,2023-02-17,2023-03-30,41,2,0,1,0.0,1,Half Board,CAN,Offline,Suite,Non Refund,32,1,1.0,0,2,57.12,0,0,0
3537,2022-01-23,2022-08-27,216,2,3,1,0.0,0,Bed & Breakfast,ISR,Offline,Deluxe,Non Refund,6,0,0.0,1,1,37.43,0,1,1
7105,2023-07-23,2023-10-07,76,3,3,2,2.0,2,Bed & Breakfast,BRA,Offline,Standard,No Deposit,26,0,1.0,3,1,28.54,2,1,1
11609,2023-12-04,2023-12-26,22,1,1,2,0.0,0,Bed & Breakfast,POL,Online,Deluxe,Refundable,41,0,1.0,2,0,54.13,2,1,1
9358,2023-02-18,2023-03-05,15,1,6,2,0.0,0,Half Board,KOR,Corporate,Standard,No Deposit,50,1,0.0,2,0,35.12,0,1,1
4450,2023-07-23,2024-01-14,175,2,3,1,0.0,1,Self Catering,EST,Online,Suite,No Deposit,23,0,3.0,1,3,199.98,1,1,1
10528,2023-05-12,2023-07-30,79,2,7,2,1.0,0,Bed & Breakfast,MYS,Corporate,Standard,No Deposit,48,0,0.0,0,0,150.41,0,1,1
6048,2022-09-23,2022-10-02,9,1,5,2,0.0,0,Bed & Breakfast,BRA,Groups,Standard,Non Refund,10,0,1.0,3,1,91.93,0,0,0
4838,2022-05-22,2022-12-08,200,0,5,1,2.0,1,Bed & Breakfast,AUT,Online,Standard,No Deposit,19,0,0.0,1,0,54.37,1,1,1
9465,2023-12-06,2024-01-26,51,1,3,4,2.0,0,Bed & Breakfast,ITA,Corporate,Deluxe,Non Refund,15,1,0.0,4,2,98.41,0,0,0
5188,2022-07-15,2022-08-03,19,2,2,1,0.0,0,Self Catering,JPN,Online,Standard,No Deposit,42,0,2.0,3,1,63.9,0,1,1
11396,2022-08-13,2022-09-27,45,0,5,2,0.0,0,Half Board,CHN,Online,Suite,Non Refund,16,1,0.0,0,0,53.97,0,1,1
7549,2023-08-15,2023-09-30,46,1,4,1,3.0,0,Half Board,ESP,Online,Suite,No Deposit,42,0,,2,1,101.64,0,0,0
1061,2022-11-01,2022-11-27,26,1,2,1,3.0,0,Bed & Breakfast,CHN,Online,Deluxe,Refundable,6,0,3.0,1,1,101.97,1,0,0
2942,2022-05-03,2022-05-24,21,0,3,2,0.0,0,Half Board,THA,Online,Standard,No Deposit,5,0,0.0,0,2,27.51,0,0,0
7612,2022-09-03,2022-09-28,25,2,6,2,0.0,0,Bed & Breakfast,GBR,Corporate,Standard,Non Refund,45,1,1.0,2,2,49.65,1,0,0
5085,2022-01-01,2022-03-24,82,1,3,1,0.0,0,Self Catering,USA,Online,Standard,No Deposit,25,0,,1,1,979.15,0,1,1
8062,2023-05-22,2023-07-08,47,1,4,1,0.0,0,Half Board,JPN,Online,Suite,No Deposit,40,0,,0,5,24.92,2,1,1
8010,2022-03-21,2022-08-07,139,1,2,2,2.0,0,Half Board,FRA,Corporate,Suite,No Deposit,30,0,0.0,3,0,31.31,0,1,1
9910,2023-12-21,2024-05-21,152,0,2,1,0.0,0,Full Board,JPN,Aviation,Standard,No Deposit,48,0,0.0,3,4,103.42,1,1,1
4569,2022-05-04,2022-09-06,125,1,2,2,1.0,1,Bed & Breakfast,CHE,Groups,Deluxe,No Deposit,9,0,0.0,2,2,122.51,0,0,0
5433,2022-10-02,2022-10-14,12,1,1,1,1.0,1,Half Board,LTU,Online,Deluxe,No Deposit,9,0,0.0,4,4,46.27,1,0,0
9826,2023-05-23,2023-06-21,29,1,4,2,3.0,2,Bed & Breakfast,SRB,Offline,Standard,Non Refund,5,0,3.0,3,1,97.21,0,0,0
9798,2023-08-14,2023-08-22,8,0,3,3,0.0,0,Bed & Breakfast,PER,Online,Deluxe,No Deposit,39,0,3.0,0,2,158.89,1,1,1
5655,2023-09-16,2023-11-13,58,2,4,1,0.0,0,Bed & Breakfast,CZE,Online,Standard,Non Refund,32,0,1.0,0,2,28.0,0,1,1
1671,2023-03-26,2023-04-02,7,2,4,1,0.0,0,Self Catering,CZE,Offline,Standard,Non Refund,43,0,1.0,2,1,121.16,1,0,0
1962,2022-07-17,2022-07-25,8,1,3,3,2.0,0,Full Board,NLD,Online,Standard,Refundable,17,0,,2,1,84.33,0,0,0
5698,2023-02-07,2023-10-10,245,0,1,1,0.0,0,Half Board,USA,Corporate,Deluxe,Refundable,43,0,1.0,5,4,83.77,0,1,1
3904,2022-08-21,2023-04-09,231,2,2,4,0.0,0,Half Board,IND,Corporate,Standard,No Deposit,22,0,0.0,2,1,57.95,2,1,1
4874,2022-12-28,2023-01-08,11,1,2,2,2.0,0,Self Catering,AUT,Groups,Deluxe,No Deposit,36,0,,2,2,66.4,0,0,0
2964,2023-06-18,2023-09-07,81,0,1,3,2.0,0,Bed & Breakfast,EGY,Corporate,Deluxe,No Deposit,36,0,1.0,0,3,74.89,0,0,0
11713,2022-05-06,2022-07-25,80,0,0,2,1.0,1,Bed & Breakfast,ARG,Offline,Suite,No Deposit,26,1,0.0,0,2,64.36,2,0,0
9026,2023-11-04,2024-02-04,92,2,1,1,0.0,0,Half Board,EGY,Groups,Deluxe,Non Refund,42,0,0.0,1,2,66.21,0,0,0
3392,2023-05-18,2023-09-18,123,2,0,1,0.0,0,Full Board,BRA,Groups,Standard,No Deposit,35,0,3.0,0,1,50.23,0,0,0
3769,2022-07-11,2022-10-10,91,2,1,2,,2,Bed & Breakfast,ESP,Online,Standard,No Deposit,37,0,,0,0,43.93,1,1,1
4311,2023-08-01,2023-09-15,45,1,7,1,,0,Self Catering,ZAF,Offline,Standard,No Deposit,5,0,0.0,2,1,59.43,0,0,0
8292,2023-01-16,2023-03-28,71,2,1,1,3.0,1,Bed & Breakfast,IRL,Offline,Deluxe,No Deposit,17,0,3.0,1,0,106.65,0,0,0
11888,2022-05-21,2022-06-18,28,1,3,1,1.0,0,Bed & Breakfast,FRA,Groups,Suite,No Deposit,17,1,0.0,3,1,64.09,0,0,0
10098,2022-05-03,2022-07-06,64,0,3,1,1.0,1,Bed & Breakfast,FRA,Offline,Standard,Refundable,30,0,3.0,1,1,90.86,0,0,0
11864,2023-10-13,2024-05-19,219,1,5,3,0.0,0,Self Catering,BRA,Online,Suite,No Deposit,17,0,1.0,3,1,35.3,0,1,1
4212,2022-10-30,2022-10-30,0,1,3,2,1.0,0,Half Board,AUT,Online,Standard,No Deposit,7,0,0.0,1,2,625.18,2,1,1
10361,2023-05-15,2023-11-04,173,3,2,3,0.0,0,Bed & Breakfast,POL,Online,Deluxe,No Deposit,19,0,0.0,3,1,71.15,1,0,0
4686,2023-02-07,2023-03-03,24,1,4,2,0.0,0,Bed & Breakfast,AUS,Online,Deluxe,Non Refund,33,0,0.0,1,3,158.05,0,0,0
4039,2023-10-04,2024-01-28,116,1,2,2,3.0,0,Self Catering,SWE,Online,Suite,Non Refund,31,1,3.0,1,2,49.29,0,0,0
1725,2022-10-01,2022-10-06,5,2,2,2,0.0,0,Bed & Breakfast,JPN,Online,Suite,No Deposit,38,0,,1,0,96.71,0,0,0
3670,2022-07-05,2022-08-13,39,1,2,1,0.0,1,Bed & Breakfast,BEL,Offline,Standard,No Deposit,41,0,,0,2,39.14,0,1,1
9126,2023-11-25,2023-12-21,26,0,7,2,0.0,0,Half Board,NLD,Online,Deluxe,No Deposit,26,0,0.0,1,0,18.55,1,0,0
1633,2022-10-03,2022-12-20,78,1,1,4,0.0,0,Half Board,DEU,Corporate,Deluxe,No Deposit,3,0,0.0,0,1,166.42,0,0,0
11872,2023-09-22,2023-09-29,7,0,2,2,0.0,2,Half Board,IRL,Online,Deluxe,Non Refund,41,0,,1,1,83.31,1,0,0
7692,2023-04-07,2023-06-21,75,1,4,1,0.0,0,Full Board,THA,Groups,Standard,Non Refund,20,1,1.0,1,2,132.19,0,0,0
9854,2023-01-22,2023-01-23,1,1,2,2,1.0,1,Full Board,ZAF,Online,Standard,No Deposit,1,0,0.0,1,2,65.85,0,0,0
7861,2023-08-06,2023-10-26,81,1,3,4,0.0,0,Bed & Breakfast,DEU,Groups,Suite,No Deposit,24,0,0.0,1,0,69.91,0,1,1
1985,2023-10-30,2023-12-21,52,1,3,2,0.0,0,Bed & Breakfast,USA,Offline,Standard,No Deposit,26,1,2.0,3,1,101.94,1,1,1
8114,2022-09-09,2022-10-01,22,0,0,2,0.0,0,Bed & Breakfast,USA,Online,Suite,Non Refund,2,0,4.0,1,2,26.41,0,0,0
5416,2022-12-16,2023-07-03,199,0,6,2,1.0,0,Self Catering,NZL,Corporate,Standard,No Deposit,29,0,0.0,0,2,99.93,0,0,0
10122,2022-07-15,2022-12-03,141,3,3,2,0.0,0,Half Board,RUS,Online,Standard,No Deposit,11,0,,4,0,134.72,0,0,1
10398,2022-11-13,2023-01-21,69,0,4,2,0.0,0,Bed & Breakfast,PRT,Online,Deluxe,No Deposit,29,0,0.0,2,0,138.54,1,0,1
10040,2023-02-20,2023-03-10,18,3,4,3,,0,Bed & Breakfast,HRV,Groups,Standard,No Deposit,17,0,,1,1,85.08,0,1,1
8237,2022-07-07,2022-11-11,127,4,3,2,0.0,0,Half Board,ESP,Groups,Standard,Non Refund,25,0,2.0,0,3,1067.71,1,0,0
3026,2022-07-15,2022-08-12,28,4,1,2,2.0,0,Half Board,PRT,Corporate,Deluxe,No Deposit,31,0,3.0,2,4,65.85,1,1,1
9857,2022-01-10,2022-02-07,28,0,6,2,0.0,0,Bed & Breakfast,RUS,Corporate,Standard,Non Refund,12,0,,0,1,126.3,2,0,0
8325,2023-02-22,2023-12-31,312,2,7,1,1.0,0,Bed & Breakfast,JPN,Corporate,Standard,No Deposit,32,0,1.0,2,2,66.25,0,1,1
1762,2022-02-25,2022-09-18,205,0,3,2,1.0,0,Bed & Breakfast,ISR,Aviation,Standard,No Deposit,43,1,0.0,1,3,66.3,0,0,0
3867,2022-03-22,2022-07-27,127,1,4,1,2.0,0,Self Catering,DEU,Online,Deluxe,No Deposit,23,0,1.0,1,2,54.07,1,1,1
6627,2023-09-23,2024-02-12,142,4,2,3,0.0,0,Self Catering,ITA,Online,Standard,No Deposit,38,0,,1,1,49.43,1,0,0
8096,2023-05-20,2023-05-22,2,4,2,2,0.0,0,Full Board,CZE,Online,Deluxe,Refundable,48,0,1.0,2,1,70.21,1,0,0
8124,2023-04-20,2023-05-15,25,1,2,2,1.0,0,Bed & Breakfast,CHL,Offline,Deluxe,No Deposit,43,0,,1,3,99.68,0,0,0
4151,2023-11-07,2024-01-17,71,0,1,1,0.0,0,Self Catering,BEL,Offline,Standard,No Deposit,3,0,0.0,1,3,80.7,1,1,1
1240,2023-05-17,2023-05-19,2,3,3,2,0.0,1,Self Catering,HUN,Offline,Standard,No Deposit,23,0,2.0,1,0,49.87,0,1,1
3210,2023-11-10,2023-12-30,50,3,2,3,0.0,0,Half Board,PRT,Groups,Standard,Refundable,49,0,1.0,2,1,81.53,0,0,0
7513,2023-11-13,2023-12-01,18,0,2,1,0.0,0,Half Board,POL,Corporate,Standard,Refundable,29,0,0.0,1,2,51.95,0,1,1
5533,2023-03-17,2023-04-11,25,1,5,4,0.0,1,Self Catering,DNK,Online,Standard,No Deposit,17,0,3.0,2,4,63.54,1,0,0
3290,2023-02-22,2023-05-16,83,1,2,1,0.0,0,Full Board,CHL,Corporate,Standard,No Deposit,4,1,1.0,1,2,82.79,0,0,0
10656,2022-12-02,2023-02-15,75,1,5,2,2.0,0,Bed & Breakfast,THA,Offline,Standard,No Deposit,30,0,0.0,3,4,37.87,0,0,0
3491,2023-05-16,2023-07-06,51,1,2,1,0.0,0,Self Catering,RUS,Corporate,Deluxe,Refundable,35,0,0.0,1,0,109.46,0,1,1
8366,2022-11-14,2022-12-28,44,1,4,2,0.0,2,Bed & Breakfast,ESP,Online,Deluxe,No Deposit,9,0,0.0,4,0,62.07,1,0,0
10557,2023-05-15,2023-08-06,83,1,5,2,0.0,0,Bed & Breakfast,AUS,Online,Standard,Non Refund,46,0,1.0,2,3,194.61,2,1,0
640,2022-09-02,2022-10-11,39,0,3,1,1.0,0,Half Board,SWE,Corporate,Deluxe,No Deposit,11,0,0.0,3,3,71.65,0,0,0
10559,2022-12-16,2023-01-06,21,2,7,1,1.0,0,Bed & Breakfast,PRT,Online,Deluxe,No Deposit,33,1,1.0,2,3,102.06,2,0,0
2506,2022-11-09,2023-03-03,114,0,4,3,0.0,0,Bed & Breakfast,IND,Online,Standard,No Deposit,8,0,0.0,2,0,56.6,0,1,1
7855,2023-11-17,2024-01-20,64,2,3,2,0.0,0,Bed & Breakfast,ROU,Aviation,Deluxe,Refundable,44,0,0.0,2,2,39.87,0,0,0
11220,2022-11-15,2022-12-20,35,0,2,2,0.0,0,Bed & Breakfast,JPN,Online,Deluxe,No Deposit,14,0,2.0,0,2,69.41,1,0,0
12018,2023-09-08,2023-10-26,48,2,3,1,0.0,0,Bed & Breakfast,FRA,Groups,Standard,No Deposit,8,0,0.0,1,3,74.86,0,0,0
11180,2023-05-02,2023-05-21,19,3,5,2,1.0,0,Half Board,IRL,Corporate,Standard,No Deposit,42,0,0.0,1,2,103.78,1,1,1
11837,2023-06-07,2024-03-17,284,0,1,2,3.0,0,Half Board,IRL,Online,Suite,Non Refund,5,0,4.0,1,1,759.13,2,1,1
10811,2023-05-06,2023-08-18,104,2,5,1,0.0,0,Self Catering,FIN,Online,Standard,No Deposit,10,0,0.0,0,2,52.97,0,1,1
10095,2023-12-10,2024-01-04,25,3,2,1,0.0,1,Self Catering,PRT,Corporate,Suite,Refundable,42,0,4.0,3,2,50.32,0,0,0
5641,2022-08-12,2022-11-08,88,2,2,1,1.0,0,Bed & Breakfast,ARE,Online,Standard,Non Refund,47,1,1.0,0,2,41.42,0,0,0
8120,2023-10-28,2024-03-27,151,2,3,1,1.0,0,Bed & Breakfast,ITA,Online,Deluxe,No Deposit,31,0,0.0,2,0,58.07,0,1,1
3340,2023-01-22,2023-02-24,33,1,1,1,0.0,0,Self Catering,ESP,Corporate,Deluxe,No Deposit,22,0,1.0,1,1,132.32,1,0,0
3150,2023-05-08,2023-05-13,5,0,3,2,0.0,1,Bed & Breakfast,NOR,Groups,Standard,No Deposit,44,0,1.0,2,0,64.9,0,0,0
10386,2022-04-20,2023-02-15,301,0,2,1,0.0,1,Bed & Breakfast,POL,Online,Standard,No Deposit,13,0,1.0,4,0,150.74,0,1,1
9932,2022-05-04,2022-05-08,4,2,2,3,0.0,0,Bed & Breakfast,DEU,Online,Deluxe,Non Refund,3,0,0.0,1,0,82.6,0,1,1
4035,2023-05-26,2023-07-14,49,1,5,2,1.0,0,Bed & Breakfast,THA,Online,Suite,No Deposit,41,0,1.0,0,1,81.15,1,1,1
11989,2022-09-09,2022-09-12,3,1,3,2,0.0,0,Bed & Breakfast,TUR,Online,Standard,No Deposit,19,0,0.0,1,1,87.2,0,0,0
5456,2022-03-02,2022-04-17,46,2,2,1,1.0,0,Self Catering,NZL,Groups,Standard,Non Refund,11,0,0.0,2,1,125.09,1,0,0
8278,2022-08-02,2022-09-03,32,2,3,2,1.0,0,Bed & Breakfast,BRA,Aviation,Standard,Non Refund,42,0,1.0,2,0,136.59,0,0,0
3144,2023-08-07,2023-08-28,21,0,2,2,0.0,1,Bed & Breakfast,FRA,Corporate,Standard,No Deposit,15,0,0.0,2,2,32.03,0,0,0
6867,2022-05-17,2022-06-17,31,1,3,1,0.0,0,Self Catering,LTU,Offline,Standard,No Deposit,5,0,1.0,1,2,66.09,2,0,0
10243,2023-05-22,2023-06-13,22,0,1,2,0.0,0,Half Board,USA,Groups,Suite,No Deposit,13,0,,1,1,48.17,0,0,0
890,2023-08-06,2023-08-11,5,0,2,2,3.0,0,Bed & Breakfast,SGP,Offline,Standard,Non Refund,4,0,0.0,0,2,687.02,0,0,0
401,2022-03-24,2022-08-30,159,2,2,1,1.0,0,Bed & Breakfast,THA,Online,Standard,Non Refund,48,0,0.0,1,2,59.72,1,0,0
1436,2022-07-04,2022-08-04,31,0,4,3,2.0,0,Bed & Breakfast,POL,Groups,Suite,Non Refund,34,0,0.0,3,1,73.14,0,1,1
7007,2023-05-04,2023-07-12,69,0,5,3,0.0,0,Full Board,RUS,Offline,Deluxe,Refundable,36,0,0.0,3,1,35.14,0,0,0
5465,2022-05-31,2023-02-06,251,1,0,1,,0,Bed & Breakfast,NZL,Online,Standard,No Deposit,24,1,0.0,2,3,120.04,1,1,1
1358,2022-09-19,2022-11-26,68,2,1,2,0.0,0,Bed & Breakfast,BRA,Online,Standard,No Deposit,16,0,0.0,2,3,101.88,0,1,1
7052,2023-03-10,2023-03-24,14,1,6,2,0.0,0,Bed & Breakfast,SGP,Online,Standard,No Deposit,4,0,0.0,0,0,85.41,0,1,0
5208,2023-10-19,2024-01-27,100,0,0,2,0.0,0,Bed & Breakfast,THA,Online,Standard,No Deposit,50,0,0.0,1,1,48.16,1,1,1
9994,2022-01-13,2022-01-24,11,1,1,1,0.0,1,Bed & Breakfast,SVK,Groups,Standard,Refundable,25,0,0.0,1,0,89.19,0,0,0
225,2022-01-28,2022-02-01,4,0,5,2,1.0,0,Bed & Breakfast,USA,Groups,Deluxe,No Deposit,19,0,1.0,1,3,43.13,1,0,0
7490,2023-07-16,2023-09-17,63,2,4,4,0.0,0,Bed & Breakfast,FIN,Online,Standard,No Deposit,33,0,0.0,1,2,49.64,0,0,0
7886,2023-09-21,2023-10-29,38,1,2,1,0.0,2,Half Board,MYS,Online,Standard,Non Refund,34,1,0.0,0,0,78.03,2,0,0
3345,2022-03-31,2022-06-17,78,2,1,2,0.0,1,Bed & Breakfast,AUT,Corporate,Standard,No Deposit,26,1,1.0,1,1,45.37,2,0,0
5413,2022-02-03,2022-04-08,64,0,2,1,0.0,0,Half Board,USA,Offline,Standard,No Deposit,22,0,0.0,0,2,116.74,1,0,0
611,2023-08-03,2024-02-17,198,1,1,1,0.0,0,Full Board,BEL,Online,Standard,No Deposit,19,0,,2,0,56.64,0,1,1
7819,2022-07-30,2022-10-04,66,2,3,1,1.0,0,Half Board,USA,Online,Deluxe,No Deposit,12,0,0.0,0,2,161.38,0,0,0
8417,2022-12-09,2022-12-22,13,0,4,2,0.0,0,Half Board,USA,Groups,Suite,No Deposit,31,0,0.0,2,2,37.53,0,0,0
6055,2023-07-12,2023-08-13,32,1,3,2,,0,Bed & Breakfast,ARG,Offline,Deluxe,No Deposit,43,0,2.0,0,2,63.18,2,0,0
9148,2023-07-16,2023-09-24,70,0,1,1,1.0,1,Bed & Breakfast,RUS,Online,Standard,No Deposit,14,0,0.0,4,3,162.78,1,1,1
4307,2022-03-19,2022-09-24,189,1,2,2,0.0,0,Bed & Breakfast,GBR,Online,Standard,No Deposit,15,0,0.0,2,2,104.65,0,1,1
1023,2023-05-14,2024-08-30,474,3,5,2,2.0,0,Bed & Breakfast,CZE,Online,Deluxe,Non Refund,20,0,0.0,2,0,43.71,0,0,0
9747,2022-08-21,2022-10-05,45,4,3,1,0.0,2,Half Board,BGR,Offline,Deluxe,No Deposit,44,0,0.0,3,0,66.55,1,0,0
1073,2023-09-10,2023-10-11,31,1,2,3,0.0,0,Bed & Breakfast,DEU,Corporate,Deluxe,No Deposit,1,1,0.0,3,0,45.37,0,1,1
139,2023-10-24,2023-11-20,27,2,3,2,2.0,0,Half Board,IND,Groups,Standard,Refundable,3,0,1.0,0,5,57.23,1,0,0
2224,2022-01-15,2022-09-01,229,1,4,1,1.0,0,Bed & Breakfast,BEL,Online,Standard,No Deposit,34,1,1.0,1,4,67.08,0,1,1
423,2023-12-24,2024-02-04,42,1,6,2,0.0,0,Full Board,SVK,Online,Standard,No Deposit,28,0,0.0,2,1,35.93,0,1,1
4224,2022-08-21,2022-09-11,21,4,1,1,1.0,0,Half Board,MAR,Online,Standard,No Deposit,7,1,2.0,1,2,40.54,1,0,0
8276,2022-10-21,2023-01-28,99,1,1,1,1.0,0,Self Catering,CHL,Online,Standard,No Deposit,7,0,1.0,2,1,90.22,0,0,0
1585,2023-08-19,2023-11-02,75,0,2,2,0.0,0,Full Board,ROU,Groups,Deluxe,Refundable,43,0,,3,1,35.64,2,0,0
11731,2022-12-07,2023-03-06,89,2,0,2,0.0,0,Self Catering,THA,Online,Standard,Refundable,19,0,4.0,1,2,109.04,0,0,0
1496,2022-12-18,2023-03-02,74,2,1,1,0.0,0,Half Board,FRA,Online,Deluxe,Non Refund,9,0,0.0,1,0,44.8,0,0,0
11803,2023-04-22,2023-11-01,193,1,3,4,1.0,1,Bed & Breakfast,LTU,Online,Standard,No Deposit,27,0,0.0,1,0,93.97,0,1,1
2357,2022-04-10,2022-07-20,101,2,1,2,1.0,0,Half Board,COL,Online,Standard,Non Refund,13,0,0.0,1,3,38.87,1,0,0
10336,2023-03-09,2023-03-10,1,0,3,2,0.0,1,Half Board,KOR,Corporate,Standard,No Deposit,38,0,3.0,0,1,51.85,1,0,0
641,2023-03-20,2023-05-25,66,1,1,2,,0,Bed & Breakfast,POL,Corporate,Standard,Refundable,18,1,2.0,2,0,194.55,0,1,1
4375,2022-06-29,2022-10-29,122,0,3,2,0.0,0,Bed & Breakfast,PRT,Groups,Deluxe,No Deposit,36,0,0.0,1,1,56.47,2,0,0
2697,2023-09-11,2023-09-28,17,0,1,2,0.0,0,Full Board,EST,Offline,Suite,No Deposit,17,0,,2,2,121.46,0,0,0
8347,2022-01-28,2023-03-09,405,1,2,3,1.0,0,Bed & Breakfast,PER,Groups,Deluxe,No Deposit,18,0,1.0,2,2,73.31,2,0,0
8767,2023-09-17,2023-11-02,46,3,3,1,1.0,0,Half Board,USA,Online,Suite,No Deposit,2,0,,1,1,59.9,2,0,0
6130,2022-05-17,2023-03-11,298,1,2,2,0.0,0,Bed & Breakfast,HRV,Online,Standard,No Deposit,35,0,1.0,1,2,110.78,1,1,1
9484,2023-05-12,2023-05-22,10,0,0,2,3.0,0,Bed & Breakfast,SGP,Online,Suite,No Deposit,27,0,2.0,0,0,72.71,1,0,0
825,2023-04-28,2023-06-27,60,0,4,1,0.0,0,Bed & Breakfast,CHE,Corporate,Deluxe,No Deposit,26,0,,1,4,119.26,1,0,0
1237,2022-04-18,2022-09-09,144,2,3,1,0.0,0,Half Board,CHN,Online,Suite,No Deposit,26,0,,4,0,39.21,0,1,1
2827,2023-08-27,2023-09-14,18,3,5,2,0.0,0,Self Catering,ITA,Online,Standard,No Deposit,31,0,3.0,1,0,274.1,0,1,1
5254,2022-03-28,2022-09-19,175,0,3,2,,0,Bed & Breakfast,BEL,Online,Standard,Non Refund,32,0,1.0,1,1,1336.6,0,1,1
9001,2022-07-30,2023-01-18,172,4,4,1,0.0,0,Full Board,POL,Online,Deluxe,No Deposit,9,0,3.0,1,2,46.6,0,1,1
8915,2023-02-27,2023-05-17,79,3,0,2,1.0,0,Full Board,BEL,Online,Deluxe,No Deposit,2,1,4.0,1,2,50.7,0,1,1
